price,total_surface,covered_surface,rooms,bathrooms,garages,bedrooms,toilettes,antiquity,zone
USD 415.000,250m²,195m²,,3,1,3,,,",  Funes, Santa Fe"
USD 120.000,326m²,89m²,0,,,2,,70,",  Fisherton, Rosario"
USD 240.000,242m²,120m²,4,2,1,3,,66,",  Santos Lugares, Tres de Febrero"
USD 260.000,800m²,118m²,3,,,2,1,4,",  Fisherton, Rosario"
USD 160.000,250m²,,4,,1,3,,30,",  Villa Ballester, General San Martín"
USD 350.000,759m²,199m²,4,5,1,3,,8,",  Villa Olivos, Escobar"
USD 248.000,220m²,115m²,4,,1,3,1,50,",  Carapachay, Vicente López"
USD 598.000,294m²,240m²,,2,,3,,,",  San Isidro Labrador, Villanueva"
USD 375.000,170m²,170m²,,3,,3,,,",  San Benito, Villanueva"
USD 145.000,241m²,102m²,4,,,3,,5,",  La Merecida, Pilar"
USD 1.350.000,1529m²,1276m²,8,5,1,7,1,A estrenar,",  Parque Chacabuco, Capital Federal"
USD 325.000,720m²,220m²,5,3,,3,1,30,",  Mayling, Pilar"
USD 265.000,172m²,113m²,5,2,1,4,,50,",  San Isidro, San Isidro"
USD 840.000,1188m²,390m²,4,3,1,3,1,46,",  Acassuso, San Isidro"
USD 185.000,600m²,130m²,5,2,,3,,A estrenar,",  Córdoba, Córdoba"
USD 155.000,96m²,96m²,4,2,,3,1,15,",  Pinamar, Buenos Aires Costa Atlántica"
USD 215.000,120m²,95m²,5,3,1,4,1,15,",  Lomas de San Isidro, San Isidro"
USD 190.000,,140m²,0,2,,3,,A estrenar,",  Santa Guadalupe, Pilar del Este"
USD 730.000,1060m²,273m²,,5,,5,,,",  Ayres del Pilar, Pilar"
USD 330.000,90m²,90m²,5,2,1,3,1,30,",  Punta Chica, San Fernando"
USD 185.000,,170m²,,3,,3,,,",  Pilar del Este, Pilar"
USD 228.000,826m²,152m²,4,2,1,3,,A estrenar,",  Altos de Campo Grande, Pilar"
USD 500.000,600m²,250m²,6,4,1,3,1,2,",  Ayres Plaza, Pilar"
USD 950.000,1019m²,280m²,0,3,,3,1,A estrenar,",  Puertos, Escobar"
USD 470.000,900m²,360m²,5,0,,4,,1,",  Canning, Ezeiza"
USD 1.370.000,1050m²,430m²,0,3,,4,1,6,",  Lomas de San Isidro, San Isidro"
USD 168.000,1600m²,216m²,5,3,1,4,,15,",  La Cascada, Pilar"
USD 75.000,340m²,150m²,5,,1,3,,35,",  Rosario, Santa Fe"
USD 730.000,1000m²,340m²,,4,,5,,10,",  Ayres del Pilar, Pilar"
USD 380.000,164m²,128m²,4,3,,3,,A estrenar,",  Punta Chica, San Fernando"
USD 650.000,1000m²,400m²,3,3,1,3,,6,",  Córdoba, Córdoba"
USD 37.000,126m²,110m²,5,,1,3,,35,",  Azcuénaga, Rosario"
USD 314.000,220m²,220m²,4,3,,3,,7,",  Las Orquídeas, Pilar"
USD 282.000,850m²,173m²,,4,,3,,3,",  San Matías, Escobar"
USD 650.000,200m²,200m²,5,4,,5,1,30,",  San Telmo, Capital Federal"
USD 320.000,1203m²,258m²,,3,,4,,13,",  Pilar del Este, Pilar"
USD 1.600.000,545m²,386m²,,6,,4,,,",  El Golf, Nordelta"
USD 280.000,366m²,266m²,4,3,1,3,1,28,",  Los Troncos, Mar del Plata"
USD 90.000,250m²,90m²,5,3,,2,,A estrenar,",  Lomas Sur, Villa Allende"
USD 850.000,321m²,321m²,5,5,,4,,60,",  Belgrano, Capital Federal"
USD 339.000,145m²,145m²,4,3,1,0,,25,",  Villa Devoto, Capital Federal"
USD 720.000,344m²,330m²,,4,,4,,,",  Ayres del Pilar, Pilar"
USD 330.000,1000m²,130m²,,2,,3,,,",  Fisherton, Rosario"
USD 495.000,527m²,190m²,0,4,,3,,A estrenar,",  Los Sauces, Nordelta"
USD 550.000,400m²,220m²,4,2,,3,1,40,",  Acassuso, San Isidro"
USD 420.000,1062m²,269m²,,4,,3,,,",  Pilar Golf, Pilar"
USD 500.000,390m²,250m²,4,7,1,3,,30,",  Villa Urquiza, Capital Federal"
USD 850.000,520m²,320m²,7,2,,4,,20,",  Villa Devoto, Capital Federal"
USD 75.000,90m²,60m²,3,,,2,,60,",  España y Hospitales, Rosario"
USD 168.000,105m²,105m²,3,,,2,,50,",  Rosario, Santa Fe"
USD 1,9032m²,1m²,6,4,1,5,,54,",  San Carlos de Bariloche, Rio Negro"
USD 950.000,475m²,475m²,,5,,4,,,",  Santa Rita, San Isidro"
USD 260.000,430m²,430m²,7,4,,6,1,17,",  Lomas de Fátima, Pilar"
USD 410.000,210m²,210m²,,3,,3,,,",  Valle Claro, Benavidez"
USD 265.000,,250m²,,3,,4,,30,",  Castelar, Morón"
USD 1,208m²,108m²,6,2,,4,,40,",  Del Parque, Rosario"
USD 165.000,318m²,225m²,8,2,,4,1,45,",  Córdoba, Córdoba"
USD 1.380.000,352m²,352m²,5,4,,3,1,A estrenar,",  Tortugas Country Club, Manuel Alberti"
USD 1,250m²,250m²,8,4,,0,1,15,",  Las Praderas, Luján"
USD 535.000,348m²,165m²,4,2,,3,1,15,",  Olivos, Vicente López"
USD 180.000,600m²,250m²,0,3,,3,,A estrenar,",  Altos del Pilar, Pilar"
USD 427.000,870m²,220m²,4,3,,3,1,A estrenar,",  San Rafael, Villanueva"
USD 180.000,360m²,190m²,4,2,,3,1,A estrenar,",  Villa Allende, Córdoba"
USD 305.000,440m²,200m²,0,3,,4,,A estrenar,",  Santa María, Córdoba"
USD 180.000,430m²,120m²,4,2,,3,,A estrenar,",  La Cañada de Pilar, Pilar"
USD 228.000,779m²,150m²,4,3,,3,,A estrenar,",  Santa Guadalupe, Pilar del Este"
USD 525.000,820m²,290m²,,2,,4,,,",  Talar del Lago I, El Talar de Pacheco"
USD 420.000,145m²,145m²,5,2,1,3,1,A estrenar,",  Olivos, Vicente López"
USD 130.000,90m²,80m²,5,,1,2,1,8,",  La Plata, La Plata"
USD 350.000,335m²,240m²,,3,,4,,,",  La Emilia, Pilar"
USD 295.000,200m²,160m²,,2,1,3,,,",  Villanueva, Tigre"
USD 590.000,780m²,320m²,5,3,,4,1,27,",  Las Victorias, San Fernando"
USD 83.000,150m²,92m²,3,,1,2,1,A estrenar,",  Cuesta Colorada, La Calera"
USD 160.000,130m²,130m²,4,2,1,3,1,A estrenar,",  Jardín Claret, Córdoba"
USD 425.000,192m²,168m²,6,2,1,4,1,14,",  Olivos, Vicente López"
USD 420.000,800m²,230m²,,2,,4,,9,",  San Isidro Labrador, Villanueva"
USD 225.000,903m²,151m²,,4,,3,,1,",  San Matías, Escobar"
USD 389.000,263m²,263m²,6,0,1,4,,25,",  Rosario, Santa Fe"
USD 510.000,1070m²,202m²,4,3,,3,1,40,",  Highland Park, Pilar"
USD 450.000,1488m²,300m²,6,3,,4,1,A estrenar,",  El Establo, Pilar"
USD 80.000,112m²,112m²,8,2,1,3,,20,",  Rosario, Santa Fe"
USD 169.900,145m²,95m²,3,2,,2,,30,",  Mar del Plata, Buenos Aires Costa Atlántica"
USD 290.000,205m²,178m²,4,,1,3,,60,",  Saavedra, Capital Federal"
USD 390.000,265m²,265m²,,,,4,,,",  San Jorge Village, Malvinas Argentinas"
Consultar precio,,342m²,4,2,,3,,59,",  Jardín, Córdoba"
USD 550.000,1000m²,400m²,5,4,,4,1,5,",  Punta del Este, Uruguay"
USD 105.000,200m²,125m²,4,,,3,,A estrenar,",  Córdoba, Córdoba"
USD 870.000,445m²,445m²,,,1,4,,,",  Santa Rita, San Isidro"
USD 210.000,801m²,152m²,4,2,,3,1,A estrenar,",  San Matías, Escobar"
USD 495.000,200m²,200m²,,3,,4,,,",  Belgrano, Capital Federal"
USD 215.000,163m²,163m²,,3,,3,,,",  La Cuesta, Pilar"
USD 288.000,800m²,197m²,6,2,,4,1,A estrenar,",  Altos de Campo Grande, Pilar"
USD 650.000,350m²,300m²,0,6,,4,,A estrenar,",  Pilara, Pilar"
USD 105.000,90m²,90m²,4,,1,2,,A estrenar,",  San Carlos, La Plata"
USD 130.000,525m²,153m²,4,2,,3,,3,",  Villa Rivera Indarte, Córdoba"
USD 280.000,1952m²,192m²,7,3,,3,,30,",  Rosario, Santa Fe"
USD 280.000,1300m²,170m²,4,2,,3,1,8,",  Villanueva, Tigre"
USD 320.000,143m²,143m²,5,2,,4,,,
USD 260.000,212m²,180m²,5,3,,4,,30,",  Ciudad Jardín Lomas del Palomar, Tres de Febrero"
USD 170.000,95m²,79m²,,2,,2,,,",  Pilar, Pilar"
USD 160.000,613m²,138m²,4,2,,3,,A estrenar,",  Santa Elena, Pilar del Este"
Consultar precio,502m²,502m²,6,5,,5,,7,",  Rosario, Santa Fe"
USD 149.000,280m²,130m²,4,,,2,,50,",  Villa Luzuriaga, La Matanza"
USD 650.000,459m²,230m²,6,3,1,5,1,60,",  Vicente López, Vicente López"
USD 520.000,600m²,260m²,,5,,4,,,",  Barbarita, General Pacheco"
USD 580.000,500m²,266m²,6,3,,4,1,6,",  La Laguna, Nuevo Milberg"
Consultar precio,1581m²,246m²,6,2,,3,,15,",  La Herradura, Villa Allende"
USD 515.000,,220m²,7,3,,4,1,18,",  Ayres del Pilar, Pilar"
USD 395.000,,275m²,,3,,4,,20,",  San Carlos Country Club, Malvinas Argentinas"
USD 156.000,163m²,160m²,4,2,1,3,1,A estrenar,",  Santa Elena, Pilar del Este"
USD 5.000.000,2000m²,950m²,8,4,,5,1,22,",  Boating, San Isidro"
USD 1.500.000,460m²,460m²,,6,,5,,,",  Ayres del Pilar, Pilar"
USD 415.000,710m²,310m²,4,4,1,3,,1,",  Funes, Santa Fe"
USD 430.000,227m²,227m²,5,0,,4,,A estrenar,",  Parque Patricios, Capital Federal"
USD 218.000,122m²,180m²,7,2,1,3,,40,",  Pichincha, Rosario"
USD 520.000,,300m²,4,5,,3,,17,",  Country Fortin del Pozo, Córdoba"
USD 108.000,107m²,,3,2,1,2,,,
USD 270.000,393m²,,7,4,1,4,,30,",  Hurlingham, Hurlingham"
USD 435.000,321m²,321m²,0,3,,3,,A estrenar,",  Estancias del Pilar, Pilar"
USD 730.000,772m²,220m²,5,3,,3,1,A estrenar,",  Las Tipas, Nordelta"
USD 850.000,813m²,392m²,0,5,,4,1,34,",  Acassuso, San Isidro"
USD 250.000,152m²,146m²,5,2,1,3,,90,",  Parque Patricios, Capital Federal"
USD 330.000,145m²,102m²,4,3,,3,1,18,",  Nordelta, Tigre"
USD 135.000,150m²,120m²,3,2,1,2,,,",  El Palomar, Morón"
USD 425.000,500m²,185m²,,2,,3,,,",  Castaños, Nordelta"
$ 11.000.000,,95m²,3,2,,2,,A estrenar,",  Fisherton, Rosario"
USD 115.000,130m²,119m²,4,2,,3,,A estrenar,",  San Eduardo, Pilar del Este"
USD 220.000,98m²,76m²,3,2,1,2,,11,",  Mataderos, Capital Federal"
USD 330.000,450m²,210m²,6,2,1,4,1,45,",  Florida, Vicente López"
USD 495.000,730m²,278m²,6,3,,4,1,A estrenar,",  Laguna del Sol, General Pacheco"
USD 95.000,400m²,85m²,0,,,2,,4,",  Roldán, Santa Fe"
USD 470.000,434m²,211m²,4,2,,3,1,45,",  Acassuso, San Isidro"
USD 440.000,271m²,220m²,,4,1,3,,,",  Santa María de Tigre, Rincón de Milberg"
USD 310.000,200m²,200m²,,3,,3,,,",  San Isidro Labrador, Villanueva"
USD 470.000,,240m²,7,3,,3,1,A estrenar,",  Pilara, Pilar"
USD 870.000,420m²,420m²,7,5,,5,1,A estrenar,",  La Lomada, Pilar"
USD 159.000,510m²,118m²,4,2,,3,1,A estrenar,",  Santa Elena, Pilar del Este"
USD 190.000,225m²,173m²,6,,,3,1,40,",  Alberdi, Rosario"
USD 270.000,650m²,250m²,4,3,,3,1,5,",  Fisherton, Rosario"
USD 195.000,550m²,187m²,4,2,1,3,,20,",  Villa Belgrano, Córdoba"
USD 1.590.000,423m²,423m²,5,6,,4,,A estrenar,",  El Yacht, Nordelta"
USD 160.000,,297m²,3,3,,2,,47,",  Villa Carlos Paz, Córdoba"
USD 115.000,320m²,100m²,3,2,1,2,,40,",  Ituzaingó, Ituzaingó"
USD 570.000,273m²,166m²,5,,,3,1,5,",  Coghlan, Capital Federal"
USD 235.000,230m²,165m²,4,2,,3,,30,",  Villa Ballester, General San Martín"
USD 245.000,230m²,116m²,3,,,2,,50,",  San Isidro, GBA Norte"
USD 248.000,229m²,110m²,4,,1,3,,60,
USD 595.000,970m²,270m²,6,2,,3,1,8,",  Los Castores, Nordelta"
USD 185.000,123m²,123m²,4,2,1,3,1,En construcción,",  Jardín Claret, Córdoba"
USD 1.000.000,1000m²,400m²,,3,,3,,,",  Lagos del Golf, Nordelta"
USD 1.550.000,762m²,528m²,,6,,5,,5,",  La Lomada, Pilar"
USD 890.000,790m²,340m²,6,4,,3,1,1,",  Greenlands, San Isidro"
USD 295.000,170m²,170m²,4,3,,3,,40,
USD 295.000,,250m²,,3,,4,,,",  Estancias del Pilar, Pilar"
USD 130.000,200m²,130m²,4,2,1,2,,1,",  Colinas del Cerro, Córdoba"
USD 350.000,4100m²,250m²,,4,1,4,,,",  Chacras de Murray, Pilar"
USD 720.000,434m²,320m²,6,3,,4,,2,",  Canning, Ezeiza"
USD 2.500.000,1000m²,350m²,6,4,,5,1,5,",  José Ignacio, Uruguay"
USD 780.000,450m²,360m²,0,0,,4,,A estrenar,",  Punta Chica, San Fernando"
USD 360.000,190m²,190m²,0,0,,3,1,4,",  San Benito, Villanueva"
USD 249.900,260m²,260m²,,6,,3,,,",  Campo Chico, Pilar"
USD 475.000,251m²,251m²,6,4,,5,1,A estrenar,",  Ceibos, Puertos"
USD 460.000,280m²,268m²,5,2,1,3,1,45,",  La Lucila, Vicente López"
USD 280.000,121m²,121m²,,2,1,2,,,",  San Fernando, San Fernando"
USD 87.000,100m²,100m²,,,1,2,,,",  Rosario, Santa Fe"
USD 159.000,85m²,74m²,4,,1,3,,En construcción,",  Funes, Santa Fe"
USD 348.000,800m²,222m²,6,2,,4,1,A estrenar,",  Altos de Campo Grande, Pilar"
USD 150.000,,100m²,,2,1,3,,,",  Olivos, Vicente López"
USD 299.000,145m²,120m²,4,,1,3,1,36,",  Nuñez, Capital Federal"
USD 180.000,140m²,140m²,,2,,2,,4,",  Benavidez, Tigre"
USD 458.000,,267m²,,5,,4,,,",  Villanueva, Tigre"
$ 1,1450m²,350m²,,5,,4,1,5,",  Las Praderas, Luján"
USD 119.000,300m²,130m²,4,2,1,3,,50,",  Alto Alberdi, Córdoba"
USD 198.000,200m²,200m²,6,,,5,,,",  El Palomar, Morón"
USD 199.000,700m²,170m²,4,3,,3,1,A estrenar,",  Altos del Pilar, Pilar"
USD 700.000,434m²,434m²,5,3,,0,1,20,",  Flores, Capital Federal"
USD 290.000,615m²,160m²,,,,3,,,",  La Comarca, Tigre"
USD 290.000,800m²,170m²,5,3,,4,,A estrenar,",  Altos de Campo Grande, Pilar"
USD 950.000,1200m²,550m²,0,8,,5,,30,",  Abasto, Rosario"
USD 190.000,159m²,,3,,,2,,60,",  Munro, Vicente López"
USD 780.000,340m²,340m²,,4,,4,,50,",  Martínez, San Isidro"
USD 650.000,600m²,373m²,7,5,,3,1,A estrenar,",  Ayres Plaza, Pilar"
USD 890.000,,,,4,,3,,,",  José Ignacio, Uruguay"
USD 550.000,270m²,230m²,0,3,,3,,A estrenar,",  Ayres Plaza, Pilar"
USD 169.900,164m²,95m²,3,2,,2,,,
USD 890.000,593m²,593m²,,4,,5,,,",  San Isidro, San Isidro"
USD 559.500,248m²,186m²,4,,1,3,,45,",  Belgrano, Capital Federal"
USD 490.000,960m²,360m²,0,4,,2,1,1,",  Valle Escondido , Córdoba"
USD 460.000,890m²,240m²,,5,,4,,,",  Talar del Lago II, El Talar de Pacheco"
USD 1.950.000,690m²,540m²,,4,1,4,,,",  El Golf, Nordelta"
USD 498.000,886m²,195m²,4,3,1,3,1,A estrenar,",  Ayres Plaza, Pilar"
USD 250.000,133m²,94m²,,2,1,2,,,",  Palmas de la Bahía, Tigre"
USD 450.000,330m²,320m²,5,3,,4,1,40,",  Florida, Vicente López"
USD 350.000,399m²,286m²,7,2,1,5,,70,",  Flores, Capital Federal"
USD 600.000,800m²,300m²,5,5,,4,,15,",  Cariló, Buenos Aires Costa Atlántica"
USD 610.000,1500m²,380m²,12,4,1,3,,5,",  Cañuelas Country Golf, Córdoba"
USD 269.000,120m²,100m²,4,3,1,2,,A estrenar,",  Olivos, Vicente López"
USD 115.000,800m²,192m²,5,2,,4,,11,",  Villa Allende Parque, Villa Allende"
USD 780.000,943m²,300m²,,3,,5,,,",  Ayres del Pilar, Pilar"
USD 380.000,190m²,160m²,5,2,1,4,1,35,",  Martínez, San Isidro"
USD 240.000,180m²,175m²,8,3,1,3,1,A estrenar,",  Greenville II, Córdoba"
USD 780.000,330m²,330m²,,4,,4,,,",  Puertos, Escobar"
USD 690.000,,,,,,4,,,",  San Jorge Village, Malvinas Argentinas"
USD 280.000,891m²,181m²,0,2,,3,,41,",  Villa Belgrano, Córdoba"
USD 460.000,817m²,175m²,4,2,,3,1,2,",  Rosario, Santa Fe"
USD 269.000,160m²,160m²,,2,,3,,,",  Villa Udaondo, Ituzaingó"
USD 235.000,825m²,160m²,4,2,1,3,1,5,",  Fincas de Maschwitz, Escobar"
USD 1.450.000,2850m²,550m²,7,5,,6,,4,",  Mayling, Pilar"
USD 590.000,270m²,270m²,,3,,4,,,",  San Isidro Labrador, Villanueva"
USD 190.000,200m²,170m²,,2,1,3,,20,",  Azcuénaga, Rosario"
USD 458.000,678m²,217m²,5,2,,3,1,14,",  Santa Bárbara, Tigre"
Consultar precio,162m²,120m²,4,,1,3,,33,",  Salta, Salta "
USD 228.000,826m²,152m²,4,2,,3,,A estrenar,",  Altos de Campo Grande, Pilar"
USD 345.000,812m²,223m²,5,4,,3,1,A estrenar,",  Norte, El Cantón"
Consultar precio,173m²,173m²,5,3,1,4,1,A estrenar,",  Villa Belgrano, Córdoba"
USD 320.000,488m²,202m²,0,2,,2,,A estrenar,",  Martínez, San Isidro"
USD 335.000,162m²,192m²,,4,,4,,45,",  San Isidro, San Isidro"
USD 420.000,324m²,230m²,,3,1,5,,60,",  Martínez, San Isidro"
USD 250.000,1027m²,1027m²,4,4,,3,,40,",  Parque Leloir, Ituzaingó"
USD 2.800.000,1547m²,670m²,12,5,,5,1,4,",  El Golf, Nordelta"
USD 770.000,,307m²,8,4,,4,1,12,",  Ayres del Pilar, Pilar"
USD 285.000,373m²,193m²,0,3,,4,,A estrenar,",  Fisherton, Rosario"
USD 465.000,1600m²,430m²,6,4,,5,1,10,",  La Pradera, Pilar"
USD 430.000,1192m²,197m²,0,3,,3,1,A estrenar,",  Santa Catalina, Villanueva"
USD 147.000,140m²,135m²,5,2,,3,1,2,",  Santa Guadalupe, Pilar del Este"
USD 1.125.000,1167m²,422m²,6,4,,4,1,13,",  Los Castores, Nordelta"
USD 250.000,475m²,110m²,3,2,1,2,,7,",  Mar Azul, Buenos Aires Costa Atlántica"
USD 680.000,,340m²,0,2,,4,1,30,",  Caballito, Capital Federal"
USD 179.000,224m²,88m²,4,,,3,,70,",  Villa Devoto, Capital Federal"
Consultar precio,500m²,500m²,,6,,4,,7,",  Arelauquen Golf & Country Club, San Carlos de Bariloche"
USD 450.000,2944m²,600m²,5,,,,,10,",  Villa Allende, Córdoba"
USD 430.000,502m²,190m²,6,3,,3,1,A estrenar,",  Castaños, Nordelta"
USD 260.000,240m²,208m²,4,2,,3,,50,",  Rosario, Santa Fe"
USD 130.000,,110m²,4,2,1,3,,A estrenar,",  Córdoba, Córdoba"
USD 465.000,270m²,215m²,5,2,,3,1,A estrenar,",  Muelles, Puertos"
USD 420.000,423m²,,5,4,,4,,40,",  Pichincha, Rosario"
USD 560.000,545m²,410m²,6,5,,5,1,33,",  Lomas de San Isidro, San Isidro"
USD 405.000,796m²,197m²,6,2,,4,1,A estrenar,",  San Rafael, Villanueva"
USD 165.000,496m²,496m²,3,2,,2,,30,",  El Pato, Berazategui"
USD 375.000,,200m²,0,3,,3,,7,",  Villa Carlos Paz, Córdoba"
USD 385.000,,259m²,6,4,1,4,1,22,",  San Jorge Village, Malvinas Argentinas"
USD 278.000,156m²,156m²,0,2,,3,1,A estrenar,",  Martínez, San Isidro"
USD 850.000,516m²,516m²,,4,1,4,,15,",  Martindale, Pilar"
USD 248.000,188m²,151m²,0,2,,3,,A estrenar,",  Campo Grande, Pilar"
USD 270.000,1879m²,225m²,5,3,1,4,1,10,",  Carmel, Pilar"
USD 335.000,300m²,270m²,5,3,,4,1,6,",  Villa Rosa, Pilar"
USD 870.000,,419m²,,5,,5,,,",  La Lomada, Pilar"
USD 320.000,450m²,232m²,5,4,,4,,16,",  Mar de las Pampas, Buenos Aires Costa Atlántica"
USD 228.000,184m²,152m²,0,2,,3,,A estrenar,",  Campo Grande, Pilar"
USD 220.000,175m²,125m²,4,2,1,3,1,A estrenar,",  Los Robles, La Cañada de Pilar"
USD 1.200.000,1023m²,360m²,,4,,4,,,",  Pacheco Golf Club, General Pacheco"
USD 360.000,906m²,247m²,5,3,,3,1,A estrenar,",  La Tranquera, Pilar"
USD 495.000,700m²,295m²,5,3,,3,1,A estrenar,",  Ayres Plaza, Pilar"
USD 175.000,161m²,117m²,4,2,,3,,,",  Pilar del Este, Pilar"
USD 870.000,300m²,240m²,,4,,3,,,",  Los Lagos, Nordelta"
USD 1.500.000,2500m²,590m²,,5,,4,,14,",  La Isla, Nordelta"
USD 690.000,835m²,280m²,5,5,,4,,A estrenar,",  Saint Thomas, Esteban Echeverría"
USD 235.000,180m²,180m²,,2,1,4,,,",  Centro, Rosario"
USD 550.000,380m²,320m²,,3,,3,,14,",  Funes, Santa Fe"
USD 1.500.000,2230m²,646m²,,9,,6,,34,",  Lomas de San Isidro, San Isidro"
$ 4.600.000,112m²,80m²,3,2,1,2,,3,",  Resistencia, Chaco  "
USD 720.000,,270m²,,4,,3,,,",  Castaños, Nordelta"
USD 219.000,967m²,180m²,4,3,1,4,1,12,",  El Aromo, Escobar"
USD 265.000,233m²,207m²,6,2,,4,,40,",  Munro, Vicente López"
USD 1.500.000,1260m²,601m²,,5,,4,,11,",  Lomas de San Isidro, San Isidro"
USD 420.000,284m²,245m²,6,5,,5,1,1,",  San Isidro, San Isidro"
USD 160.000,103m²,100m²,4,2,,3,,A estrenar,",  Carapachay, Vicente López"
USD 360.000,,170m²,0,2,,3,,A estrenar,",  Los Tacos, Pilar"
USD 435.000,980m²,320m²,0,3,1,4,1,17,",  La Lomada, Pilar"
USD 198.000,200m²,130m²,4,2,,3,,A estrenar,",  La Cuesta, Pilar"
USD 290.000,280m²,280m²,5,2,,3,,8,",  Roldán, Santa Fe"
USD 295.000,203m²,150m²,5,3,1,4,,50,",  San Isidro, GBA Norte"
USD 110.000,550m²,128m²,4,2,,3,1,A estrenar,",  San Ramiro, Pilar del Este"
USD 420.000,260m²,260m²,,3,1,5,,38,",  Maldonado, Uruguay"
USD 280.000,300m²,,,2,1,3,,,",  Posadas, Misiones"
USD 580.000,603m²,333m²,10,4,,4,1,20,",  Lomas de San Isidro, San Isidro"
USD 425.000,177m²,150m²,5,3,1,4,1,50,",  Colegiales, Capital Federal"
Consultar precio,330m²,350m²,9,5,,4,,20,",  Godoy Cruz, Mendoza "
USD 550.000,620m²,620m²,5,5,,4,,35,",  Liniers, Capital Federal"
USD 205.000,171m²,167m²,5,0,,2,,50,",  Florida, Vicente López"
USD 239.000,461m²,150m²,5,2,1,4,1,9,",  Haras María Elena, Moreno"
USD 280.000,,,3,2,,2,,35,",  Adrogué, Almirante Brown"
USD 520.000,800m²,,5,3,,3,,1,",  Funes, Santa Fe"
USD 580.000,,244m²,,4,,4,,,",  San Benito, Villanueva"
USD 1.050.000,450m²,420m²,,4,,4,,,",  Windbells, San Fernando"
USD 190.000,460m²,460m²,4,2,,3,1,10,",  Isla Santa Mónica, Delta"
USD 378.000,443m²,160m²,5,2,,3,1,8,",  El Atardecer, Rincón de Milberg"
USD 720.000,880m²,330m²,6,5,,5,1,12,",  Ayres del Pilar, Pilar"
USD 500.000,1m²,1111m²,,3,,4,,,",  Merlo, Merlo"
USD 470.000,,291m²,6,3,,5,1,30,",  Nuñez, Capital Federal"
USD 850.000,413m²,330m²,6,3,,5,,20,",  Belgrano, Capital Federal"
USD 199.000,120m²,85m²,3,2,1,2,,7,",  Villa Santa Rita, Capital Federal"
USD 580.000,360m²,300m²,0,4,,4,,20,",  Fisherton, Rosario"
USD 630.000,1500m²,416m²,4,5,1,4,,A estrenar,",  El Bosque, Córdoba"
USD 185.000,400m²,125m²,5,2,,3,,A estrenar,",  La Cañada de Pilar, Pilar"
USD 350.000,800m²,210m²,11,3,,3,1,A estrenar,",  La Cuesta, La Calera"
USD 1,205m²,205m²,5,3,1,0,,18,",  Las Praderas, Luján"
USD 169.000,190m²,160m²,3,,1,2,,45,",  Olivos, Vicente López"
USD 415.000,216m²,145m²,5,3,1,4,1,10,",  Nuñez, Capital Federal"
USD 250.000,400m²,131m²,4,2,,3,1,A estrenar,",  Vila Marina, Tigre"
USD 318.000,177m²,146m²,5,,1,4,,50,",  Olivos, Vicente López"
USD 220.000,600m²,213m²,4,2,1,3,1,A estrenar,",  Villa Carlos Paz, Córdoba"
USD 137.000,,110m²,2,2,,,,A estrenar,",  Álvarez, Santa Fe"
USD 240.000,175m²,175m²,7,2,1,3,,30,",  Bella Vista, Rosario"
USD 1.500.000,1630m²,705m²,0,6,1,5,1,A estrenar,",  La Lomada, Pilar"
USD 375.000,633m²,175m²,,2,,3,,,",  La Comarca, Tigre"
$ 70.000,250m²,100m²,0,,,3,,47,",  Alberdi, Córdoba"
USD 875.000,1000m²,400m²,5,4,,4,1,20,",  Fisherton, Rosario"
USD 245.000,700m²,130m²,4,2,,3,,A estrenar,",  Canning, Ezeiza"
USD 52.000,595m²,58m²,3,,1,2,,25,",  San Bernardo, Buenos Aires Costa Atlántica"
USD 330.000,750m²,300m²,8,4,,5,1,10,",  Senderos 2, Pilar"
USD 700.000,1500m²,278m²,6,3,,5,,20,",  Bella Vista, San Miguel"
USD 179.000,280m²,110m²,3,,,2,1,20,",  Barrio Santa Mónica, Mar del Plata"
USD 350.000,306m²,306m²,6,3,,4,1,10,",  Los Fresnos (Pilar), Pilar"
USD 365.000,192m²,173m²,,3,,3,,,",  Ayres Plaza, Pilar"
USD 360.000,802m²,180m²,4,3,,3,,A estrenar,",  Norte, El Cantón"
USD 215.000,374m²,205m²,,3,1,3,,,",  Zárate, Zárate"
USD 240.000,720m²,220m²,4,2,,3,,12,",  Pilar, Pilar"
USD 95.000,600m²,100m²,,,,2,,,",  Los Troncos, Pilar"
USD 210.000,136m²,136m²,,2,,3,,,",  Tigre, Tigre"
USD 268.000,97m²,97m²,4,2,1,3,1,En construcción,",  Olivos, Vicente López"
Consultar precio,540m²,250m²,6,2,1,3,,16,",  Fisherton, Rosario"
USD 87.000,333m²,150m²,5,2,1,4,,20,",  Castelar, Morón"
USD 162.000,165m²,128m²,4,3,1,2,,4,",  Temperley, Lomas de Zamora"
USD 250.000,250m²,240m²,5,3,,3,1,30,",  Los Cardales Country Club, Campana"
USD 298.000,882m²,191m²,5,3,,3,1,1,",  Norte, El Cantón"
USD 145.000,168m²,137m²,,2,,3,,,",  Los Troncos, Pilar"
USD 79.000,156m²,156m²,4,2,1,3,,11,",  Belén de Escobar, Escobar"
USD 395.000,1600m²,349m²,6,3,1,3,,4,",  San Carlos, Córdoba"
USD 490.000,440m²,330m²,,4,,4,,,",  Highland Park, Pilar"
USD 400.000,730m²,215m²,5,3,,4,1,A estrenar,",  Las Golondrinas, Berazategui"
USD 345.000,218m²,218m²,4,4,,3,,2,",  San Gabriel, Villanueva"
